
# Additional emoji data to improve coverage.
# Releases under the public domain or CC0-1.0
203C FE0F	‼️	！ ！！ びっくりまーく !! えくすくらめーしょんまーく かんたんふ やくもの きごう あかいかんたんふ びっくりびっくり		絵文字		E1.0
2049 FE0F	⁉️	！ ？ ！？ !? やくもの きごう びっくりはてな		絵文字		E1.0
