# Emoji 13.1 emojies collected from Unicode.org or Emojipedia and mannualy added Japanese keyword.
# Releases under Public Domain or (at your option) CC0-1.0
#
1F636 200D 1F32B FE0F	😶‍🌫️					かお くも						
1F62E 200D 1F4A8	😮‍💨					かお いき						
1F635 200D 1F4AB	😵‍💫					かお ぐるぐる						
2764 FE0F 200D 1F525	❤️‍🔥					はーと もえる あい						
2764 FE0F 200D 1FA79	❤️‍🩹					はーと きず						
1F9D4 200D 2642 FE0F	🧔‍♂️					かお ひげ						
1F9D4 200D 2640 FE0F	🧔‍♀️					かお ひげ						
